153 	TCP 	UDP 	SGMP, Simple Gateway Monitoring Protocol 	Official
156 	TCP 	UDP 	SQL Service 	Official
158 	TCP 	UDP 	DMSP, Distributed Mail Service Protocol[16] 	Unofficial
161 		UDP 	Simple Network Management Protocol (SNMP) 	Official
162 	TCP 	UDP 	Simple Network Management Protocol Trap (SNMPTRAP)[17] 	Official
170 	TCP 		Print-srv, Network PostScript 	Official
175 	TCP 		VMNET (IBM z/VM, z/OS & z/VSE - Network Job Entry(NJE)) 	Official
177 	TCP 	UDP 	X Display Manager Control Protocol (XDMCP) 	Official
179 	TCP 		BGP (Border Gateway Protocol) 	Official
194 	TCP 	UDP 	Internet Relay Chat (IRC) 	Official
199 	TCP 	UDP 	SMUX, SNMP Unix Multiplexer 	Official
201 	TCP 	UDP 	AppleTalk Routing Maintenance 	Official
209 	TCP 	UDP 	The Quick Mail Transfer Protocol 	Official
210 	TCP 	UDP 	ANSI Z39.50 	Official
213 	TCP 	UDP 	Internetwork Packet Exchange (IPX) 	Official
218 	TCP 	UDP 	Message posting protocol (MPP) 	Official
220 	TCP 	UDP 	Internet Message Access Protocol (IMAP), version 3 	Official
259 	TCP 	UDP 	ESRO, Efficient Short Remote Operations 	Official
264 	TCP 	UDP 	BGMP, Border Gateway Multicast Protocol 	Official
280 	TCP 	UDP 	http-mgmt 	Official
300 	TCP 		ThinLinc Web Access 	Unofficial
308 	TCP 		Novastor Online Backup 	Official
311 	TCP 		Mac OS X Server Admin (officially AppleShare IP Web administration) 	Official
318 	TCP 	UDP 	PKIX TSP, Time Stamp Protocol 	Official
319 		UDP 	Precision time protocol event messages 	Official
320 		UDP 	Precision time protocol general messages 	Official
350 	TCP 	UDP 	MATIP-Type A, Mapping of Airline Traffic over Internet Protocol 	Official
351 	TCP 	UDP 	MATIP-Type B, Mapping of Airline Traffic over Internet Protocol 	Official
366 	TCP 	UDP 	ODMR, On-Demand Mail Relay 	Official
369 	TCP 	UDP 	Rpc2portmap 	Official
370 	TCP 		codaauth2—Coda authentication server 	Official
370 		UDP 	codaauth2—Coda authentication server 	Official
370 		UDP 	securecast1—Outgoing packets to NAI's servers [18][dead link] 	Unofficial
371 	TCP 	UDP 	ClearCase albd 	Official
383 	TCP 	UDP 	HP data alarm manager 	Official
384 	TCP 	UDP 	A Remote Network Server System 	Official
387 	TCP 	UDP 	AURP, AppleTalk Update-based Routing Protocol[19] 	Official
389 	TCP 	UDP 	Lightweight Directory Access Protocol (LDAP) 	Official
399 	TCP 	UDP 	Digital Equipment Corporation DECnet (Phase V+) over TCP/IP 	Official
401 	TCP 	UDP 	UPS Uninterruptible Power Supply 	Official
427 	TCP 	UDP 	Service Location Protocol (SLP) 	Official
443 	TCP 		HTTPS (Hypertext Transfer Protocol over SSL/TLS) 	Official
444 	TCP 	UDP 	SNPP, Simple Network Paging Protocol (RFC 1568) 	Official
445 	TCP 		Microsoft-DS Active Directory, Windows shares 	Official
445 	TCP 		Microsoft-DS SMB file sharing 	Official
464 	TCP 	UDP 	Kerberos Change/Set password 	Official
465 	TCP 		URL Rendesvous Directory for SSM (Cisco protocol) 	Official
475 	TCP 	UDP 	tcpnethaspsrv (Aladdin Knowledge Systems Hasp services, TCP/IP version) 	Official
497 	TCP 		Dantz Retrospect 	Official
500 		UDP 	Internet Security Association and Key Management Protocol (ISAKMP) 	Official
502 	TCP 	UDP 	Modbus, Protocol 	Unofficial
504 	TCP 	UDP 	Citadel—multiservice protocol for dedicated clients for the Citadel groupware system 	Official
512 	TCP 		Rexec, Remote Process Execution 	Official
512 		UDP 	comsat, together with biff 	Official
513 	TCP 		rlogin 	Official
513 		UDP 	Who[20] 	Official
514 	TCP 		Shell—used to execute non-interactive commands on a remote system (Remote Shell, rsh, remsh) 	Official
514 		UDP 	Syslog—used for system logging 	Official
515 	TCP 		Line Printer Daemon—print service 	Official
517 		UDP 	Talk 	Official
518 		UDP 	NTalk 	Official
520 	TCP 		efs, extended file name server 	Official
520 		UDP 	Routing Information Protocol (RIP) 	Official
524 	TCP 	UDP 	NetWare Core Protocol (NCP) is used for a variety things such as access to primary NetWare server resources, Time Synchronization, etc. 	Official
525 		UDP 	Timed, Timeserver 	Official
530 	TCP 	UDP 	RPC 	Official
531 	TCP 	UDP 	AOL Instant Messenger 	Unofficial
532 	TCP 		netnews 	Official
533 		UDP 	netwall, For Emergency Broadcasts 	Official
540 	TCP 		UUCP (Unix-to-Unix Copy Protocol) 	Official
542 	TCP 	UDP 	commerce (Commerce Applications) 	Official
543 	TCP 		klogin, Kerberos login 	Official
544 	TCP 		kshell, Kerberos Remote shell 	Official
545 	TCP 		OSIsoft PI (VMS), OSISoft PI Server Client Access 	Unofficial
546 	TCP 	UDP 	DHCPv6 client 	Official
547 	TCP 	UDP 	DHCPv6 server 	Official
548 	TCP 		Apple Filing Protocol (AFP) over TCP 	Official
550 	TCP 	UDP 	new-rwho, new-who[20] 	Official
554 	TCP 	UDP 	Real Time Streaming Protocol (RTSP) 	Official
556 	TCP 		Remotefs, RFS, rfs_server 	Official
560 		UDP 	rmonitor, Remote Monitor 	Official
561 		UDP 	monitor 	Official
563 	TCP 	UDP 	NNTP protocol over TLS/SSL (NNTPS) 	Official
587 	TCP 		e-mail message submission[21] (SMTP) 	Official
591 	TCP 		FileMaker 6.0 (and later) Web Sharing (HTTP Alternate, also see port 80) 	Official
593 	TCP 	UDP 	HTTP RPC Ep Map, Remote procedure call over Hypertext Transfer Protocol, often used by Distributed Component Object Model services and Microsoft Exchange Server 	Official
604 	TCP 		TUNNEL profile,[22] a protocol for BEEP peers to form an application layer tunnel 	Official
623 		UDP 	ASF Remote Management and Control Protocol (ASF-RMCP) 	Official
631 	TCP 	UDP 	Internet Printing Protocol (IPP) 	Official
631 	TCP 	UDP 	Common Unix Printing System (CUPS) 	Unofficial
635 	TCP 	UDP 	RLZ DBase 	Official
636 	TCP 	UDP 	Lightweight Directory Access Protocol over TLS/SSL (LDAPS) 	Official
639 	TCP 	UDP 	MSDP, Multicast Source Discovery Protocol 	Official
641 	TCP 	UDP 	SupportSoft Nexus Remote Command (control/listening): A proxy gateway connecting remote control traffic 	Official
646 	TCP 	UDP 	LDP, Label Distribution Protocol, a routing protocol used in MPLS networks 	Official
647 	TCP 		DHCP Failover protocol[23] 	Official
648 	TCP 		RRP (Registry Registrar Protocol)[24] 	Official
651 	TCP 	UDP 	IEEE-MMS 	Official
653 	TCP 	UDP 	SupportSoft Nexus Remote Command (data): A proxy gateway connecting remote control traffic 	Official
654 	TCP 		Media Management System (MMS) Media Management Protocol (MMP)[25] 	Official
657 	TCP 	UDP 	IBM RMC (Remote monitoring and Control) protocol, used by System p5 AIX Integrated Virtualization Manager (IVM)[26] and Hardware Management Console to connect managed logical partitions (LPAR) to enable dynamic partition reconfiguration 	Official
660 	TCP 		Mac OS X Server administration 	Official
666 		UDP 	Doom, first online first-person shooter 	Official
666 	TCP 		airserv-ng, aircrack-ng's server for remote-controlling wireless devices 	Unofficial
674 	TCP 		ACAP (Application Configuration Access Protocol) 	Official
688 	TCP 	UDP 	REALM-RUSD (ApplianceWare Server Appliance Management Protocol) 	Official
691 	TCP 		MS Exchange Routing 	Official
694 	TCP 	UDP 	Linux-HA High availability Heartbeat 	Official
695 	TCP 		IEEE-MMS-SSL (IEEE Media Management System over SSL)[27] 	Official
698 		UDP 	OLSR (Optimized Link State Routing) 	Official
700 	TCP 		EPP (Extensible Provisioning Protocol), a protocol for communication between domain name registries and registrars (RFC 5734) 	Official
701 	TCP 		LMP (Link Management Protocol (Internet)),[28] a protocol that runs between a pair of nodes and is used to manage traffic engineering (TE) links 	Official
702 	TCP 		IRIS[29][30] (Internet Registry Information Service) over BEEP (Blocks Extensible Exchange Protocol)[31] (RFC 3983) 	Official
706 	TCP 		Secure Internet Live Conferencing (SILC) 	Official
711 	TCP 		Cisco Tag Distribution Protocol[32][33][34]—being replaced by the MPLS Label Distribution Protocol[35] 	Official
712 	TCP 		Topology Broadcast based on Reverse-Path Forwarding routing protocol (TBRPF) (RFC 3684) 	Official
749 	TCP 	UDP 	Kerberos (protocol) administration 	Official
750 		UDP 	kerberos-iv, Kerberos version IV 	Official
751 	TCP 	UDP 	kerberos_master, Kerberos authentication 	Unofficial
752 		UDP 	passwd_server, Kerberos Password (kpasswd) server 	Unofficial
753 	TCP 		Reverse Routing Header (rrh)[36] 	Official
753 		UDP 	Reverse Routing Header (rrh) 	Official
753 		UDP 	userreg_server, Kerberos userreg server 	Unofficial
754 	TCP 		tell send 	Official
754 	TCP 		krb5_prop, Kerberos v5 slave propagation 	Unofficial
754 		UDP 	tell send 	Official
760 	TCP 	UDP 	krbupdate [kreg], Kerberos registration 	Unofficial
782 	TCP 		Conserver serial-console management server 	Unofficial
783 	TCP 		SpamAssassin spamd daemon 	Unofficial
808 	TCP 		Microsoft Net.TCP Port Sharing Service 	Official
829 	TCP 		Certificate Management Protocol[37] 	Unofficial
843 	TCP 		Adobe Flash[38] 	Unofficial
847 	TCP 		DHCP Failover protocol 	Official
848 	TCP 	UDP 	Group Domain Of Interpretation (GDOI) protocol 	Official
860 	TCP 		iSCSI (RFC 3720) 	Official
861 	TCP 	UDP 	OWAMP control (RFC 4656) 	Official
862 	TCP 	UDP 	TWAMP control (RFC 5357) 	Official
873 	TCP 		rsync file synchronization protocol 	Official
888 	TCP 		cddbp, CD DataBase (CDDB) protocol (CDDBP) 	Unofficial
897 	TCP 	UDP 	Brocade SMI-S RPC 	Unofficial
898 	TCP 	UDP 	Brocade SMI-S RPC SSL 	Unofficial
901 	TCP 		Samba Web Administration Tool (SWAT) 	Unofficial
901 	TCP 		VMware Virtual Infrastructure Client (UDP from server being managed to management console) 	Unofficial
901 		UDP 	VMware Virtual Infrastructure Client (UDP from server being managed to management console) 	Unofficial
902 	TCP 		ideafarm-door 	Official
902 	TCP 		VMware Server Console (TCP from management console to server being Managed) 	Unofficial
902 		UDP 	ideafarm-door 	Official
902 		UDP 	VMware Server Console (UDP from server being managed to management console) 	Unofficial
903 	TCP 		VMware Remote Console [39] 	Unofficial
904 	TCP 		VMware Server Alternate (if 902 is in use, i.e. SUSE linux) 	Unofficial
911 	TCP 		Network Console on Acid (NCA)—local tty redirection over OpenSSH 	Unofficial
944 		UDP 	Network File System (protocol) Service 	Unofficial
953 	TCP 	UDP 	Domain Name System (DNS) RNDC Service 	Unofficial
973 		UDP 	Network File System (protocol) over IPv6 Service 	Unofficial
981 	TCP 		SofaWare Technologies Remote HTTPS management for firewall devices running embedded Check Point FireWall-1 software 	Unofficial
987 	TCP 		Microsoft Corporation Microsoft Windows SBS SharePoint 	Unofficial
989 	TCP 	UDP 	FTPS Protocol (data): FTP over TLS/SSL 	Official
990 	TCP 	UDP 	FTPS Protocol (control): FTP over TLS/SSL 	Official
991 	TCP 	UDP 	NAS (Netnews Administration System)[40] 	Official
992 	TCP 	UDP 	TELNET protocol over TLS/SSL 	Official
993 	TCP 		Internet Message Access Protocol over SSL (IMAPS) 	Official
995 	TCP 		Post Office Protocol 3 over TLS/SSL (POP3S) 	Official
999 	TCP 		ScimoreDB Database System 	Unofficial
1002 	TCP 		Opsware agent (aka cogbot) 	Unofficial
1010 	TCP 		ThinLinc Web Administration 	Unofficial
1023 	TCP 	UDP 	Reserved[1]	Official
1024 	TCP 	UDP 	Reserved[1] 	Official
1025 	TCP 		NFS or IIS or Teradata 	Unofficial
1026 	TCP 		Often used by Microsoft DCOM services 	Unofficial
1029 	TCP 		Often used by Microsoft DCOM services 	Unofficial
1058 	TCP 	UDP 	nim, IBM AIX Network Installation Manager (NIM) 	Official
1059 	TCP 	UDP 	nimreg, IBM AIX Network Installation Manager (NIM) 	Official
1080 	TCP 		SOCKS proxy 	Official
1085 	TCP 	UDP 	WebObjects 	Official
1098 	TCP 	UDP 	rmiactivation, RMI Activation 	Official
1099 	TCP 	UDP 	rmiregistry, RMI Registry 	Official
1109 	TCP 	UDP 	Reserved[1] 	Official
1109 	TCP 		Kerberos Post Office Protocol (KPOP) 	Unofficial
1110 		UDP 	EasyBits School network discovery protocol (for Intel's CMPC platform) 	Unofficial
1119 	TCP 	UDP 	Used by some Blizzard games[41] 	Unofficial
1140 	TCP 	UDP 	AutoNOC protocol 	Official
1167 		UDP 	phone, conference calling 	Unofficial
1169 	TCP 	UDP 	Tripwire 	Official
1176 	TCP 		Perceptive Automation Indigo Home automation server 	Official
1182 	TCP 	UDP 	AcceleNet Intelligent Transfer Protocol 	Official
1194 	TCP 	UDP 	OpenVPN 	Official
1198 	TCP 	UDP 	The cajo project Free dynamic transparent distributed computing in Java 	Official
1200 	TCP 		scol, protocol used by SCOL 3D virtual worlds server to answer world name resolution client request[42] 	Official
1200 		UDP 	scol, protocol used by SCOL 3D virtual worlds server to answer world name resolution client request 	Official
1200 		UDP 	Steam Friends Applet 	Unofficial
1214 	TCP 		Kazaa 	Official
1217 	TCP 		Uvora Online 	Unofficial
1220 	TCP 		QuickTime Streaming Server administration 	Official
1223 	TCP 	UDP 	TGP, TrulyGlobal Protocol, also known as "The Gur Protocol" (named for Gur Kimchi of TrulyGlobal) 	Official
1232 	TCP 	UDP 	first-defense, Remote systems monitoring service from Nexum, Inc 	Official
1234 		UDP 	VLC media player default port for UDP/RTP stream 	Unofficial
1236 	TCP 		Symantec BindView Control UNIX Default port for TCP management server connections 	Unofficial
1241 	TCP 	UDP 	Nessus Security Scanner 	Official
1270 	TCP 	UDP 	Microsoft System Center Operations Manager (SCOM) (formerly Microsoft Operations Manager (MOM)) agent 	Official
1293 	TCP 	UDP 	IPSec (Internet Protocol Security) 	Official
1301 	TCP 		Palmer Performance OBDNet 	Unofficial
1309 	TCP 		Altera Quartus jtagd 	Unofficial
1311 	TCP 		Dell OpenManage HTTPS 	Official
1313 	TCP 		Xbiim (Canvii server)[citation needed] 	Unofficial
1314 	TCP 		Festival Speech Synthesis System 	Unofficial
1319 	TCP 		AMX ICSP 	Official
1319 		UDP 	AMX ICSP 	Official
1337 		UDP 	Men and Mice DNS 	Official
1337 	TCP 		Men and Mice DNS 	Official
1337 	TCP 		WASTE Encrypted File Sharing Program 	Unofficial
1344 	TCP 		Internet Content Adaptation Protocol 	Official
1352 	TCP 		IBM Lotus Notes/Domino[43] (RPC) protocol 	Official
1387 	TCP 	UDP 	cadsi-lm, LMS International (formerly Computer Aided Design Software, Inc. (CADSI)) LM 	Official
1414 	TCP 		IBM WebSphere MQ (formerly known as MQSeries) 	Official
1417 	TCP 	UDP 	Timbuktu Service 1 Port 	Official
1418 	TCP 	UDP 	Timbuktu Service 2 Port 	Official
1419 	TCP 	UDP 	Timbuktu Service 3 Port 	Official
1420 	TCP 	UDP 	Timbuktu Service 4 Port 	Official
1431 	TCP 		Reverse Gossip Transport Protocol (RGTP), used to access a General-purpose Reverse-Ordered Gossip Gathering System (GROGGS) bulletin board, such as that implemented on the Cambridge University's Phoenix system 	Official
1433 	TCP 		MSSQL (Microsoft SQL Server database management system) Server 	Official
1434 	TCP 	UDP 	MSSQL (Microsoft SQL Server database management system) Monitor 	Official
1470 	TCP 		Solarwinds Kiwi Log Server 	Official
1494 	TCP 		Citrix XenApp Independent Computing Architecture (ICA) thin client protocol[44] 	Official
1500 	TCP 		NetGuard GuardianPro firewall (NT4-based) Remote Management 	Unofficial
1501 		UDP 	NetGuard GuardianPro firewall (NT4-based) Authentication Client 	Unofficial
1503 	TCP 	UDP 	Windows Live Messenger (Whiteboard and Application Sharing) 	Unofficial
1512 	TCP 	UDP 	Microsoft Windows Internet Name Service (WINS) 	Official
1513 	TCP 	UDP 	Garena Garena Gaming Client 	Official
1521 	TCP 		nCube License Manager 	Official
1521 	TCP 		Oracle database default listener, in future releases official port 2483 	Unofficial
1524 	TCP 	UDP 	ingreslock, ingres 	Official
1526 	TCP 		Oracle database common alternative for listener 	Unofficial
1527 	TCP 		Apache Derby Network Server default port 	Unofficial
1533 	TCP 		IBM Sametime IM—Virtual Places Chat Microsoft SQL Server 	Official
1534 		UDP 	Eclipse Target Communication Framework (TCF) agent discovery[45] 	Unofficial
1547 	TCP 	UDP 	Laplink 	Official
1550 	TCP 	UDP 	3m-image-lm Image Storage license manager 3M Company 	Official
1550 			Gadu-Gadu (direct client-to-client) 	Unofficial
1581 		UDP 	MIL STD 2045-47001 VMF 	Official
1589 		UDP 	Cisco VQP (VLAN Query Protocol) / VMPS 	Unofficial
1590 	TCP 		GE Smallworld Datastore Server (SWMFS/Smallworld Master Filesystem)[citation needed] 	Unofficial
1627 			iSketch[citation needed] 	Unofficial
1645 	TCP 	UDP 	radius auth, RADIUS authentication protocol (default for Cisco and Juniper Networks RADIUS servers, but see port 1812 below) 	Unofficial
1646 	TCP 	UDP 	radius acct, RADIUS authentication protocol (default for Cisco and Juniper Networks RADIUS servers, but see port 1813 below) 	Unofficial
1666 	TCP 		Perforce 	Unofficial
1677 	TCP 	UDP 	Novell GroupWise clients in client/server access mode 	Official
1688 	TCP 		Microsoft Key Management Service for KMS Windows Activation 	Unofficial
1700 		UDP 	Cisco RADIUS Change of Authorization for TrustSec[citation needed] 	Unofficial
1701 		UDP 	Layer 2 Forwarding Protocol (L2F) & Layer 2 Tunneling Protocol (L2TP) 	Official
1707 	TCP 	UDP 	Windward Studios 	Official
1707 		TCP 	Romtoc Packet Protocol (L2F) & Layer 2 Tunneling Protocol (L2TP) 	Unofficial
1716 	TCP 		America's Army Massively multiplayer online game (MMO) 	Unofficial
1719 		UDP 	H.323 Registration and alternate communication 	Official
1720 	TCP 		H.323 Call signalling 	Official
1723 	TCP 	UDP 	Microsoft Point-to-Point Tunneling Protocol (PPTP) 	Official
1725 		UDP 	Valve Steam Client 	Unofficial
1755 	TCP 	UDP 	Microsoft Media Services (MMS, ms-streaming) 	Official
1761 		UDP 	cft-0 	Official
1761 	TCP 		cft-0 	Official
1761 	TCP 		Novell Zenworks Remote Control utility 	Unofficial
1762-1768 	TCP 	UDP 	cft-1 to cft-7 	Official
1776 	TCP 	UDP 	Federal Emergency Management Information SystemTemplate:Http://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml 	Official
1792 	TCP 	UDP 	Moby[citation needed] 	Unofficial
1801 	TCP 	UDP 	Microsoft Message Queuing 	Official
1812 	TCP 	UDP 	radius, RADIUS authentication protocol 	Official
1813 	TCP 	UDP 	radacct, RADIUS accounting protocol 	Official
1863 	TCP 		MSNP (Microsoft Notification Protocol), used by the Microsoft Messenger service and a number of Instant Messaging clients 	Official
1883 	TCP 	UDP 	MQ Telemetry Transport (MQTT), formerly known as MQIsdp (MQSeries SCADA protocol) 	Official
1886 	TCP 		Leonardo over IP Pro2col Ltd 	Unofficial
1900 		UDP 	Microsoft SSDP Enables discovery of UPnP devices 	Official
1920 	TCP 		IBM Tivoli monitoring console 	Unofficial
1935 	TCP 		Adobe Systems Macromedia Flash Real Time Messaging Protocol (RTMP) "plain" protocol 	Official
1947 	TCP 	UDP 	SentinelSRM (hasplm), Aladdin HASP License Manager 	Official
1967 		UDP 	Cisco IOS IP Service Level Agreements (IP SLAs) Control Protocol[citation needed] 	Unofficial
1970 	TCP 	UDP 	Netop Business Solutions Netop Remote Control 	Official
1971 	TCP 	UDP 	Netop Business Solutions Netop School 	Official
1972 	TCP 	UDP 	InterSystems Caché 	Official
1975-1977 		UDP 	Cisco TCO (Documentation) 	Official
1984 	TCP 		Big Brother and related Xymon (formerly Hobbit) System and Network Monitor 	Official
1985 		UDP 	Cisco HSRP 	Official
1994 	TCP 	UDP 	Cisco STUN-SDLC (Serial Tunneling—Synchronous Data Link Control) protocol 	Official
1997 	TCP 		Chizmo Networks Transfer Tool[citation needed] 	Unofficial
1998 	TCP 	UDP 	Cisco X.25 over TCP (XOT) service 	Official
2000 	TCP 	UDP 	Cisco SCCP (Skinny) 	Official
2001 		UDP 	CAPTAN Test Stand System 	Unofficial
2002 	TCP 		Secure Access Control Server (ACS) for Windows[citation needed] 	Unofficial
2010 	TCP 		Artemis: Spaceship Bridge Simulator default port 	Unofficial
2012 	TCP 		Remoticus Server 	Unofficial
2013 	TCP 		Remoticus Server Hooks 	Unofficial
2030 			Oracle services for Microsoft Transaction Server 	Unofficial
2031 	TCP 	UDP 	mobrien-chat(http://chat.mobrien.com:2031) 	Official
2041 	TCP 		Mail.Ru Agent communication protocol[citation needed] 	Unofficial
2049 	TCP 	UDP 	Network File System 	Official
2049 		UDP 	shilp 	Official
2053 	TCP 		knetd Kerberos de-multiplexor 	Unofficial
2056 		UDP 	Civilization 4 multiplayer 	Unofficial
2074 	TCP 	UDP 	Vertel VMF SA (i.e. App.. SpeakFreely) 	Official
2080 	TCP 	UDP 	Autodesk NLM (FLEXlm) 	Official
2082 	TCP 		Infowave Mobility Server 	Official
2082 	TCP 		CPanel default 	Unofficial
2083 	TCP 		Secure Radius Service (radsec) 	Official
2083 	TCP 		CPanel default SSL 	Unofficial
2086 	TCP 		GNUnet 	Official
2086 	TCP 		WebHost Manager default 	Unofficial
2087 	TCP 		WebHost Manager default SSL 	Unofficial
2095 	TCP 		CPanel default Web mail 	Unofficial
2096 	TCP 		CPanel default SSL Web mail 	Unofficial
2102 	TCP 	UDP 	zephyr-srv Project Athena Zephyr Notification Service server 	Official
2103 	TCP 	UDP 	zephyr-clt Project Athena Zephyr Notification Service serv-hm connection 	Official
2104 	TCP 	UDP 	zephyr-hm Project Athena Zephyr Notification Service hostmanager 	Official
2105 	TCP 	UDP 	IBM MiniPay 	Official
2105 	TCP 	UDP 	eklogin Kerberos encrypted remote login (rlogin) 	Unofficial
2105 	TCP 	UDP 	zephyr-hm-srv Project Athena Zephyr Notification Service hm-serv connection (should use port 2102) 	Unofficial
2115 	TCP 	UDP 	MIS Department 	Unofficial
2121 	TCP 		FTP proxy[citation needed] 	Unofficial
2144 	TCP 		Iron Mountain LiveVault Agent[citation needed] 	Unofficial
2145 	TCP 		Iron Mountain LiveVault Agent[citation needed] 	Unofficial
